,Babel El Mandeb,Strait Of Hormuz,Panama Canal,Suez Canal,Cape Of Good Hope,Strait Of Malacca
1970-01-01 00:00:00.000064386,,,,,,46
1970-01-01 00:00:00.000064387,,,,,,51
1970-01-01 00:00:00.000064388,,,,,,71
1970-01-01 00:00:00.000064389,,,,,,54
1970-01-01 00:00:00.000064390,,,,,,49
1970-01-01 00:00:00.000064391,,,,,,54
1970-01-01 00:00:00.000064392,,,,,,62
1970-01-01 00:00:00.000064393,,,,,,56
1970-01-01 00:00:00.000064394,,,,,,48
1970-01-01 00:00:00.000064395,,,,,,48
1970-01-01 00:00:00.000064396,,,,,,46
1970-01-01 00:00:00.000064397,,,,,,58
1970-01-01 00:00:00.000064398,,,,,,68
1970-01-01 00:00:00.000064399,,,,,,59
1970-01-01 00:00:00.000064400,,,,,,52
1970-01-01 00:00:00.000064401,,,,,,66
1970-01-01 00:00:00.000064402,,,,,,69
1970-01-01 00:00:00.000064403,,,,,,61
1970-01-01 00:00:00.000064404,,,,,,52
1970-01-01 00:00:00.000064405,,,,,,56
1970-01-01 00:00:00.000064406,,,,,,22
1970-01-01 00:00:00.000064407,,,,,,48
1970-01-01 00:00:00.000064408,,,,,,56
1970-01-01 00:00:00.000064409,,,,,,55
1970-01-01 00:00:00.000064410,,,,,,54
1970-01-01 00:00:00.000064411,,,,,,49
1970-01-01 00:00:00.000064412,,,,,,55
1970-01-01 00:00:00.000064413,,,,,,56
1970-01-01 00:00:00.000064414,,,,,,54
1970-01-01 00:00:00.000064415,,,,,,60
1970-01-01 00:00:00.000064416,,,,,,45
1970-01-01 00:00:00.000064417,,,,,,45
1970-01-01 00:00:00.000064418,,,,,,56
1970-01-01 00:00:00.000064419,,,,,,54
1970-01-01 00:00:00.000064420,,,,,,66
1970-01-01 00:00:00.000064421,,,,,,48
1970-01-01 00:00:00.000064422,,,,,,46
1970-01-01 00:00:00.000064423,,,,,,60
1970-01-01 00:00:00.000064424,,,,,,62
1970-01-01 00:00:00.000064425,,,,,,44
1970-01-01 00:00:00.000064426,,,,,,68
1970-01-01 00:00:00.000064427,,,,,,66
1970-01-01 00:00:00.000064428,,,,,,44
1970-01-01 00:00:00.000064429,,,,,,37
1970-01-01 00:00:00.000064430,,,,,,56
1970-01-01 00:00:00.000064431,,,,,,57
1970-01-01 00:00:00.000064432,,,,,,56
1970-01-01 00:00:00.000064433,,,,,,55
1970-01-01 00:00:00.000064434,,,,,,46
1970-01-01 00:00:00.000064435,,,,,,57
1970-01-01 00:00:00.000064436,,,,,,49
1970-01-01 00:00:00.000064437,,,,,,63
1970-01-01 00:00:00.000064438,,,,,,58
1970-01-01 00:00:00.000064439,,,,,,41
1970-01-01 00:00:00.000064440,,,,,,56
1970-01-01 00:00:00.000064441,,,,,,64
1970-01-01 00:00:00.000064442,,,,,,53
1970-01-01 00:00:00.000064443,,,,,,43
1970-01-01 00:00:00.000064444,,,,,,53
1970-01-01 00:00:00.000064445,,,,,,59
1970-01-01 00:00:00.000064446,,,,,,59
1970-01-01 00:00:00.000064447,,,,,,46
1970-01-01 00:00:00.000064448,,,,,,44
1970-01-01 00:00:00.000064449,,,,,,56
1970-01-01 00:00:00.000064450,,,,,,53
1970-01-01 00:00:00.000064451,,,,,,58
1970-01-01 00:00:00.000064452,,,,,,42
1970-01-01 00:00:00.000064453,,,,,,58
1970-01-01 00:00:00.000064454,,,,,,47
1970-01-01 00:00:00.000064455,,,,,,63
1970-01-01 00:00:00.000064456,,,,,,50
1970-01-01 00:00:00.000064457,,,,,,46
1970-01-01 00:00:00.000064458,,,,,,41
1970-01-01 00:00:00.000064459,,,,,,46
1970-01-01 00:00:00.000064460,,,,,,61
1970-01-01 00:00:00.000064461,,,,,,64
1970-01-01 00:00:00.000064462,,,,,,54
1970-01-01 00:00:00.000064463,,,,,,46
1970-01-01 00:00:00.000064464,,,,,,66
1970-01-01 00:00:00.000064465,,,,,,61
1970-01-01 00:00:00.000064466,,,,,,53
1970-01-01 00:00:00.000064467,,,,,,58
1970-01-01 00:00:00.000064468,,,,,,53
1970-01-01 00:00:00.000064469,,,,,,55
1970-01-01 00:00:00.000064470,,,,,,69
1970-01-01 00:00:00.000064471,,,,,,54
1970-01-01 00:00:00.000064472,,,,,,56
1970-01-01 00:00:00.000064473,,,,,,62
1970-01-01 00:00:00.000064474,,,,,,51
1970-01-01 00:00:00.000064475,,,,,,54
1970-01-01 00:00:00.000064476,,,,,,59
1970-01-01 00:00:00.000064477,,,,,,66
1970-01-01 00:00:00.000064478,,,,,,48
1970-01-01 00:00:00.000064479,,,,,,64
1970-01-01 00:00:00.000064480,,,,,,64
1970-01-01 00:00:00.000064481,,,,,,49
1970-01-01 00:00:00.000064482,,,,,,35
1970-01-01 00:00:00.000064483,,,,,,53
1970-01-01 00:00:00.000064484,,,,,,53
1970-01-01 00:00:00.000064485,,,,,,42
1970-01-01 00:00:00.000064486,,,,,,57
1970-01-01 00:00:00.000064487,,,,,,54
1970-01-01 00:00:00.000064488,,,,,,61
1970-01-01 00:00:00.000064489,,,,,,53
1970-01-01 00:00:00.000064490,,,,,,45
1970-01-01 00:00:00.000064491,,,,,,71
1970-01-01 00:00:00.000064492,,,,,,61
1970-01-01 00:00:00.000064493,,,,,,44
1970-01-01 00:00:00.000064494,,,,,,49
1970-01-01 00:00:00.000064495,,,,,,45
1970-01-01 00:00:00.000064496,,,,,,74
1970-01-01 00:00:00.000064497,,,,,,61
1970-01-01 00:00:00.000064498,,,,,,59
1970-01-01 00:00:00.000064499,,,,,,47
1970-01-01 00:00:00.000064500,,,,,,48
1970-01-01 00:00:00.000064501,,,,,,51
1970-01-01 00:00:00.000064502,,,,,,58
1970-01-01 00:00:00.000064503,,,,,,62
1970-01-01 00:00:00.000064504,,,,,,55
1970-01-01 00:00:00.000064505,,,,,,56
1970-01-01 00:00:00.000064506,,,,,,48
1970-01-01 00:00:00.000064507,,,,,,49
1970-01-01 00:00:00.000064508,,,,,,53
1970-01-01 00:00:00.000064509,,,,,,54
1970-01-01 00:00:00.000064510,,,,,,51
1970-01-01 00:00:00.000064511,,,,,,59
1970-01-01 00:00:00.000064512,,,,,,42
1970-01-01 00:00:00.000064513,,,,,,51
1970-01-01 00:00:00.000064514,,,,,,54
1970-01-01 00:00:00.000064515,,,,,,56
1970-01-01 00:00:00.000064516,,,,,,69
1970-01-01 00:00:00.000064517,,,,,,57
1970-01-01 00:00:00.000064518,,,,,,68
1970-01-01 00:00:00.000064519,,,,,,55
1970-01-01 00:00:00.000064520,,,,,,59
1970-01-01 00:00:00.000064521,,,,,,58
1970-01-01 00:00:00.000064522,,,,,,57
1970-01-01 00:00:00.000064523,,,,,,64
1970-01-01 00:00:00.000064524,,,,,,56
1970-01-01 00:00:00.000064525,,,,,,79
1970-01-01 00:00:00.000064526,,,,,,41
1970-01-01 00:00:00.000064527,,,,,,59
1970-01-01 00:00:00.000064528,,,,,,66
1970-01-01 00:00:00.000064529,,,,,,54
1970-01-01 00:00:00.000064530,,,,,,54
1970-01-01 00:00:00.000064531,,,,,,68
1970-01-01 00:00:00.000064532,,,,,,63
1970-01-01 00:00:00.000064533,,,,,,59
1970-01-01 00:00:00.000064534,,,,,,60
1970-01-01 00:00:00.000064535,,,,,,69
1970-01-01 00:00:00.000064536,,,,,,60
1970-01-01 00:00:00.000064537,,,,,,48
1970-01-01 00:00:00.000064538,,,,,,47
1970-01-01 00:00:00.000064539,,,,,,60
1970-01-01 00:00:00.000064540,,,,,,49
1970-01-01 00:00:00.000064541,,,,,,42
1970-01-01 00:00:00.000064542,,,,,,74
1970-01-01 00:00:00.000064543,,,,,,53
1970-01-01 00:00:00.000064544,,,,,,56
1970-01-01 00:00:00.000064545,,,,,,71
1970-01-01 00:00:00.000064546,,,,,,49
1970-01-01 00:00:00.000064547,,,,,,52
1970-01-01 00:00:00.000064548,,,,,,54
1970-01-01 00:00:00.000064549,,,,,,48
1970-01-01 00:00:00.000064550,,,,,,68
1970-01-01 00:00:00.000064551,,,,,,58
1970-01-01 00:00:00.000064552,,,,,,45
1970-01-01 00:00:00.000064553,,,,,,67
1970-01-01 00:00:00.000064554,,,,,,49
1970-01-01 00:00:00.000064555,,,,,,41
1970-01-01 00:00:00.000064556,,,,,,55
1970-01-01 00:00:00.000064557,,,,,,41
1970-01-01 00:00:00.000064558,,,,,,45
1970-01-01 00:00:00.000064559,,,,,,55
1970-01-01 00:00:00.000064560,,,,,,56
1970-01-01 00:00:00.000064561,,,,,,49
1970-01-01 00:00:00.000064562,,,,,,52
1970-01-01 00:00:00.000064563,,,,,,76
1970-01-01 00:00:00.000064564,,,,,,43
1970-01-01 00:00:00.000064565,,,,,,41
1970-01-01 00:00:00.000064566,,,,,,69
1970-01-01 00:00:00.000064567,,,,,,46
1970-01-01 00:00:00.000064568,,,,,,61
1970-01-01 00:00:00.000064569,,,,,,63
1970-01-01 00:00:00.000064570,,,,,,59
1970-01-01 00:00:00.000064571,,,,,,49
1970-01-01 00:00:00.000064572,,,,,,65
1970-01-01 00:00:00.000064573,,,,,,62
1970-01-01 00:00:00.000064574,,,,,,55
1970-01-01 00:00:00.000064575,,,,,,52
1970-01-01 00:00:00.000064576,,,,,,63
1970-01-01 00:00:00.000064577,,,,,,60
1970-01-01 00:00:00.000064578,,,,,,59
1970-01-01 00:00:00.000064579,,,,,,62
1970-01-01 00:00:00.000064580,,,,,,65
1970-01-01 00:00:00.000064581,,,,,,50
1970-01-01 00:00:00.000064582,,,,,,55
1970-01-01 00:00:00.000064583,,,,,,56
1970-01-01 00:00:00.000064584,,,,,,42
1970-01-01 00:00:00.000064585,,,,,,47
1970-01-01 00:00:00.000064586,,,,,,47
1970-01-01 00:00:00.000064587,,,,,,53
1970-01-01 00:00:00.000064588,,,,,,47
1970-01-01 00:00:00.000064589,,,,,,55
1970-01-01 00:00:00.000064590,,,,,,58
1970-01-01 00:00:00.000064591,,,,,,41
1970-01-01 00:00:00.000064592,,,,,,56
1970-01-01 00:00:00.000064593,,,,,,63
1970-01-01 00:00:00.000064594,,,,,,57
1970-01-01 00:00:00.000064595,,,,,,57
1970-01-01 00:00:00.000064596,,,,,,49
1970-01-01 00:00:00.000064597,,,,,,59
1970-01-01 00:00:00.000064598,,,,,,50
1970-01-01 00:00:00.000064599,,,,,,57
1970-01-01 00:00:00.000064600,,,,,,49
1970-01-01 00:00:00.000064601,,,,,,53
1970-01-01 00:00:00.000064602,,,,,,58
1970-01-01 00:00:00.000064603,,,,,,40
1970-01-01 00:00:00.000064604,,,,,,56
1970-01-01 00:00:00.000064605,,,,,,48
1970-01-01 00:00:00.000064606,,,,,,56
1970-01-01 00:00:00.000064607,,,,,,56
1970-01-01 00:00:00.000064608,,,,,,57
1970-01-01 00:00:00.000064609,,,,,,52
1970-01-01 00:00:00.000064610,,,,,,51
1970-01-01 00:00:00.000064611,,,,,,54
1970-01-01 00:00:00.000064612,,,,,,55
1970-01-01 00:00:00.000064613,,,,,,67
1970-01-01 00:00:00.000064614,,,,,,67
1970-01-01 00:00:00.000064615,,,,,,40
1970-01-01 00:00:00.000064616,,,,,,63
1970-01-01 00:00:00.000064617,,,,,,57
1970-01-01 00:00:00.000064618,,,,,,38
1970-01-01 00:00:00.000064619,,,,,,73
1970-01-01 00:00:00.000064620,,,,,,62
1970-01-01 00:00:00.000064621,,,,,,53
1970-01-01 00:00:00.000064622,,,,,,58
1970-01-01 00:00:00.000064623,,,,,,60
1970-01-01 00:00:00.000064624,,,,,,61
1970-01-01 00:00:00.000064625,,,,,,51
1970-01-01 00:00:00.000064626,,,,,,76
1970-01-01 00:00:00.000064627,,,,,,54
1970-01-01 00:00:00.000064628,,,,,,64
1970-01-01 00:00:00.000064629,,,,,,50
1970-01-01 00:00:00.000064630,,,,,,63
1970-01-01 00:00:00.000064631,,,,,,57
1970-01-01 00:00:00.000064632,,,,,,53
1970-01-01 00:00:00.000064633,,,,,,60
1970-01-01 00:00:00.000064634,,,,,,65
1970-01-01 00:00:00.000064635,,,,,,61
1970-01-01 00:00:00.000064636,,,,,,65
1970-01-01 00:00:00.000064637,,,,,,52
1970-01-01 00:00:00.000064638,,,,,,54
1970-01-01 00:00:00.000064639,,,,,,60
1970-01-01 00:00:00.000064640,,,,,,53
1970-01-01 00:00:00.000064641,,,,,,55
1970-01-01 00:00:00.000064642,,,,,,48
1970-01-01 00:00:00.000064643,,,,,,69
1970-01-01 00:00:00.000064644,,,,,,66
1970-01-01 00:00:00.000064645,,,,,,56
1970-01-01 00:00:00.000064646,,,,,,52
1970-01-01 00:00:00.000064647,,,,,,50
1970-01-01 00:00:00.000064648,,,,,,53
1970-01-01 00:00:00.000064649,,,,,,63
1970-01-01 00:00:00.000064650,,,,,,43
1970-01-01 00:00:00.000064651,,,,,,53
1970-01-01 00:00:00.000064652,,,,,,43
1970-01-01 00:00:00.000064653,,,,,,64
1970-01-01 00:00:00.000064654,,,,,,47
1970-01-01 00:00:00.000064655,,,,,,63
1970-01-01 00:00:00.000064656,,,,,,55
1970-01-01 00:00:00.000064657,,,,,,45
1970-01-01 00:00:00.000064658,,,,,,47
1970-01-01 00:00:00.000064659,,,,,,63
1970-01-01 00:00:00.000064660,,,,,,67
1970-01-01 00:00:00.000064661,,,,,,51
1970-01-01 00:00:00.000064662,,,,,,64
1970-01-01 00:00:00.000064663,,,,,,47
1970-01-01 00:00:00.000064664,,,,,,74
1970-01-01 00:00:00.000064665,,,,,,60
1970-01-01 00:00:00.000064666,,,,,,59
1970-01-01 00:00:00.000064667,,,,,,69
1970-01-01 00:00:00.000064668,,,,,,66
1970-01-01 00:00:00.000064669,,,,,,54
1970-01-01 00:00:00.000064670,,,,,,55
1970-01-01 00:00:00.000064671,,,,,,48
1970-01-01 00:00:00.000064672,,,,,,51
1970-01-01 00:00:00.000064673,,,,,,48
1970-01-01 00:00:00.000064674,,,,,,61
1970-01-01 00:00:00.000064675,,,,,,64
1970-01-01 00:00:00.000064676,,,,,,46
1970-01-01 00:00:00.000064677,,,,,,55
1970-01-01 00:00:00.000064678,,,,,,54
1970-01-01 00:00:00.000064679,,,,,,62
1970-01-01 00:00:00.000064680,,,,,,57
1970-01-01 00:00:00.000064681,,,,,,43
1970-01-01 00:00:00.000064682,,,,,,57
1970-01-01 00:00:00.000064683,,,,,,50
1970-01-01 00:00:00.000064684,,,,,,59
1970-01-01 00:00:00.000064685,,,,,,67
1970-01-01 00:00:00.000064686,,,,,,54
1970-01-01 00:00:00.000064687,,,,,,71
1970-01-01 00:00:00.000064688,,,,,,53
1970-01-01 00:00:00.000064689,,,,,,48
1970-01-01 00:00:00.000064690,,,,,,59
1970-01-01 00:00:00.000064691,,,,,,51
1970-01-01 00:00:00.000064692,,,,,,56
1970-01-01 00:00:00.000064693,,,,,,57
1970-01-01 00:00:00.000064694,,,,,,51
1970-01-01 00:00:00.000064695,,,,,,57
1970-01-01 00:00:00.000064696,,,,,,64
1970-01-01 00:00:00.000064697,,,,,,48
1970-01-01 00:00:00.000064698,,,,,,49
1970-01-01 00:00:00.000064699,,,,,,66
1970-01-01 00:00:00.000064700,,,,,,56
1970-01-01 00:00:00.000064701,,,,,,44
1970-01-01 00:00:00.000064702,,,,,,53
1970-01-01 00:00:00.000064703,,,,,,53
1970-01-01 00:00:00.000064704,,,,,,63
1970-01-01 00:00:00.000064705,,,,,,40
1970-01-01 00:00:00.000064706,,,,,,59
1970-01-01 00:00:00.000064707,,,,,,55
1970-01-01 00:00:00.000064708,,,,,,60
1970-01-01 00:00:00.000064709,,,,,,67
1970-01-01 00:00:00.000064710,,,,,,61
1970-01-01 00:00:00.000064711,,,,,,42
1970-01-01 00:00:00.000064712,,,,,,48
1970-01-01 00:00:00.000064713,,,,,,68
1970-01-01 00:00:00.000064714,,,,,,71
1970-01-01 00:00:00.000064715,,,,,,58
1970-01-01 00:00:00.000064716,,,,,,58
1970-01-01 00:00:00.000064717,,,,,,77
1970-01-01 00:00:00.000064718,,,,,,49
1970-01-01 00:00:00.000064719,,,,,,50
1970-01-01 00:00:00.000064720,,,,,,51
1970-01-01 00:00:00.000064721,,,,,,34
1970-01-01 00:00:00.000064722,,,,,,53
1970-01-01 00:00:00.000064723,,,,,,54
1970-01-01 00:00:00.000064724,,,,,,64
1970-01-01 00:00:00.000064725,,,,,,47
1970-01-01 00:00:00.000064726,,,,,,61
1970-01-01 00:00:00.000064727,,,,,,63
1970-01-01 00:00:00.000064728,,,,,,56
1970-01-01 00:00:00.000064729,,,,,,68
1970-01-01 00:00:00.000064730,,,,,,59
1970-01-01 00:00:00.000064731,,,,,,58
1970-01-01 00:00:00.000064732,,,,,,62
1970-01-01 00:00:00.000064733,,,,,,55
1970-01-01 00:00:00.000064734,,,,,,52
1970-01-01 00:00:00.000064735,,,,,,51
1970-01-01 00:00:00.000064736,,,,,,56
1970-01-01 00:00:00.000064737,,,,,,48
1970-01-01 00:00:00.000064738,,,,,,73
1970-01-01 00:00:00.000064739,,,,,,56
1970-01-01 00:00:00.000064740,,,,,,55
1970-01-01 00:00:00.000064741,,,,,,50
1970-01-01 00:00:00.000064742,,,,,,66
1970-01-01 00:00:00.000064743,,,,,,54
1970-01-01 00:00:00.000064744,,,,,,65
1970-01-01 00:00:00.000064745,,,,,,59
1970-01-01 00:00:00.000064746,,,,,,66
1970-01-01 00:00:00.000064747,,,,,,55
1970-01-01 00:00:00.000064748,,,,,,56
1970-01-01 00:00:00.000064749,,,,,,56
1970-01-01 00:00:00.000064750,,,,,,60
1970-01-01 00:00:00.000064751,,,,,,67
1970-01-01 00:00:00.000064752,,,,,,64
1970-01-01 00:00:00.000064753,,,,,,52
1970-01-01 00:00:00.000064754,,,,,,55
1970-01-01 00:00:00.000064755,,,,,,43
1970-01-01 00:00:00.000064756,,,,,,58
1970-01-01 00:00:00.000064757,,,,,,61
1970-01-01 00:00:00.000064758,,,,,,58
1970-01-01 00:00:00.000064759,,,,,,42
1970-01-01 00:00:00.000064760,,,,,,55
1970-01-01 00:00:00.000064761,,,,,,54
1970-01-01 00:00:00.000064762,,,,,,63
1970-01-01 00:00:00.000064763,,,,,,62
1970-01-01 00:00:00.000064764,,,,,,66
1970-01-01 00:00:00.000064765,,,,,,47
1970-01-01 00:00:00.000064766,,,,,,68
1970-01-01 00:00:00.000064767,,,,,,57
1970-01-01 00:00:00.000064768,,,,,,53
1970-01-01 00:00:00.000064769,,,,,,52
1970-01-01 00:00:00.000064770,,,,,,65
1970-01-01 00:00:00.000064771,,,,,,56
1970-01-01 00:00:00.000064772,,,,,,59
1970-01-01 00:00:00.000064773,,,,,,54
1970-01-01 00:00:00.000064774,,,,,,64
1970-01-01 00:00:00.000064775,,,,,,47
1970-01-01 00:00:00.000064776,,,,,,67
1970-01-01 00:00:00.000064777,,,,,,44
1970-01-01 00:00:00.000064778,,,,,,50
1970-01-01 00:00:00.000064779,,,,,,54
1970-01-01 00:00:00.000064780,,,,,,54
1970-01-01 00:00:00.000064781,,,,,,62
1970-01-01 00:00:00.000064782,,,,,,53
1970-01-01 00:00:00.000064783,,,,,,60
1970-01-01 00:00:00.000064784,,,,,,59
1970-01-01 00:00:00.000064785,,,,,,68
1970-01-01 00:00:00.000064786,,,,,,42
1970-01-01 00:00:00.000064787,,,,,,55
1970-01-01 00:00:00.000064788,,,,,,73
1970-01-01 00:00:00.000064789,,,,,,67
1970-01-01 00:00:00.000064790,,,,,,64
1970-01-01 00:00:00.000064791,,,,,,58
1970-01-01 00:00:00.000064792,,,,,,57
1970-01-01 00:00:00.000064793,,,,,,52
1970-01-01 00:00:00.000064794,,,,,,66
1970-01-01 00:00:00.000064795,,,,,,63
1970-01-01 00:00:00.000064796,,,,,,55
1970-01-01 00:00:00.000064797,,,,,,59
1970-01-01 00:00:00.000064798,,,,,,58
1970-01-01 00:00:00.000064799,,,,,,52
1970-01-01 00:00:00.000064800,,,,,,60
1970-01-01 00:00:00.000064801,,,,,,58
1970-01-01 00:00:00.000064802,,,,,,58
1970-01-01 00:00:00.000064803,,,,,,57
1970-01-01 00:00:00.000064804,,,,,,61
1970-01-01 00:00:00.000064805,,,,,,65
1970-01-01 00:00:00.000064806,,,,,,58
1970-01-01 00:00:00.000064807,,,,,,61
1970-01-01 00:00:00.000064808,,,,,,51
1970-01-01 00:00:00.000064809,,,,,,63
1970-01-01 00:00:00.000064810,,,,,,66
1970-01-01 00:00:00.000064811,,,,,,51
1970-01-01 00:00:00.000064812,,,,,,66
1970-01-01 00:00:00.000064813,,,,,,49
1970-01-01 00:00:00.000064814,,,,,,51
1970-01-01 00:00:00.000064815,,,,,,55
1970-01-01 00:00:00.000064816,,,,,,69
1970-01-01 00:00:00.000064817,,,,,,49
1970-01-01 00:00:00.000064818,,,,,,82
1970-01-01 00:00:00.000064819,,,,,,70
1970-01-01 00:00:00.000064820,,,,,,61
1970-01-01 00:00:00.000064821,,,,,,62
1970-01-01 00:00:00.000064822,,,,,,56
1970-01-01 00:00:00.000064823,,,,,,63
1970-01-01 00:00:00.000064824,,,,,,59
1970-01-01 00:00:00.000064825,,,,,,62
1970-01-01 00:00:00.000064826,,,,,,59
1970-01-01 00:00:00.000064827,,,,,,49
1970-01-01 00:00:00.000064828,,,,,,50
1970-01-01 00:00:00.000064829,,,,,,67
1970-01-01 00:00:00.000064830,,,,,,75
1970-01-01 00:00:00.000064831,,,,,,48
1970-01-01 00:00:00.000064832,,,,,,52
1970-01-01 00:00:00.000064833,,,,,,62
1970-01-01 00:00:00.000064834,,,,,,57
1970-01-01 00:00:00.000064835,,,,,,56
1970-01-01 00:00:00.000064836,,,,,,59
1970-01-01 00:00:00.000064837,,,,,,54
1970-01-01 00:00:00.000064838,,,,,,66
1970-01-01 00:00:00.000064839,,,,,,51
1970-01-01 00:00:00.000064840,,,,,,55
1970-01-01 00:00:00.000064841,,,,,,54
1970-01-01 00:00:00.000064842,,,,,,57
1970-01-01 00:00:00.000064843,,,,,,62
1970-01-01 00:00:00.000064844,,,,,,52
1970-01-01 00:00:00.000064845,,,,,,60
1970-01-01 00:00:00.000064846,,,,,,64
1970-01-01 00:00:00.000064847,,,,,,50
1970-01-01 00:00:00.000064848,,,,,,53
1970-01-01 00:00:00.000064849,,,,,,61
1970-01-01 00:00:00.000064850,,,,,,70
1970-01-01 00:00:00.000064851,,,,,,64
1970-01-01 00:00:00.000064852,,,,,,67
1970-01-01 00:00:00.000064853,,,,,,50
1970-01-01 00:00:00.000064854,,,,,,70
1970-01-01 00:00:00.000064855,,,,,,68
1970-01-01 00:00:00.000064856,,,,,,59
1970-01-01 00:00:00.000064857,,,,,,55
1970-01-01 00:00:00.000064858,,,,,,72
1970-01-01 00:00:00.000064859,,,,,,61
1970-01-01 00:00:00.000064860,,,,,,52
1970-01-01 00:00:00.000064861,,,,,,51
1970-01-01 00:00:00.000064862,,,,,,58
1970-01-01 00:00:00.000064863,,,,,,75
1970-01-01 00:00:00.000064864,,,,,,55
1970-01-01 00:00:00.000064865,,,,,,69
1970-01-01 00:00:00.000064866,,,,,,60
1970-01-01 00:00:00.000064867,,,,,,71
1970-01-01 00:00:00.000064868,,,,,,64
1970-01-01 00:00:00.000064869,,,,,,64
1970-01-01 00:00:00.000064870,,,,,,67
1970-01-01 00:00:00.000064871,,,,,,71
1970-01-01 00:00:00.000064872,,,,,,58
1970-01-01 00:00:00.000064873,,,,,,60
1970-01-01 00:00:00.000064874,,,,,,58
1970-01-01 00:00:00.000064875,,,,,,62
1970-01-01 00:00:00.000064876,,,,,,61
1970-01-01 00:00:00.000064877,,,,,,80
1970-01-01 00:00:00.000064878,,,,,,66
1970-01-01 00:00:00.000064879,,,,,,46
1970-01-01 00:00:00.000064880,,,,,,62
1970-01-01 00:00:00.000064881,,,,,,50
1970-01-01 00:00:00.000064882,,,,,,66
1970-01-01 00:00:00.000064883,,,,,,59
1970-01-01 00:00:00.000064884,,,,,,64
1970-01-01 00:00:00.000064885,,,,,,52
1970-01-01 00:00:00.000064886,,,,,,56
1970-01-01 00:00:00.000064887,,,,,,52
1970-01-01 00:00:00.000064888,,,,,,62
1970-01-01 00:00:00.000064889,,,,,,55
1970-01-01 00:00:00.000064890,,,,,,41
1970-01-01 00:00:00.000064891,,,,,,67
1970-01-01 00:00:00.000064892,,,,,,57
1970-01-01 00:00:00.000064893,,,,,,71
1970-01-01 00:00:00.000064894,,,,,,52
1970-01-01 00:00:00.000064895,,,,,,56
1970-01-01 00:00:00.000064896,,,,,,64
1970-01-01 00:00:00.000064897,,,,,,50
1970-01-01 00:00:00.000064898,,,,,,63
1970-01-01 00:00:00.000064899,,,,,,52
1970-01-01 00:00:00.000064900,,,,,,45
1970-01-01 00:00:00.000064901,,,,,,53
1970-01-01 00:00:00.000064902,,,,,,56
1970-01-01 00:00:00.000064903,,,,,,59
1970-01-01 00:00:00.000064904,,,,,,60
1970-01-01 00:00:00.000064905,,,,,,63
1970-01-01 00:00:00.000064906,,,,,,53
1970-01-01 00:00:00.000064907,,,,,,61
1970-01-01 00:00:00.000064908,,,,,,62
1970-01-01 00:00:00.000064909,,,,,,50
1970-01-01 00:00:00.000064910,,,,,,71
1970-01-01 00:00:00.000064911,,,,,,56
1970-01-01 00:00:00.000064912,,,,,,62
1970-01-01 00:00:00.000064913,,,,,,70
1970-01-01 00:00:00.000064914,,,,,,60
1970-01-01 00:00:00.000064915,,,,,,55
1970-01-01 00:00:00.000064916,,,,,,70
1970-01-01 00:00:00.000064917,,,,,,54
1970-01-01 00:00:00.000064918,,,,,,53
1970-01-01 00:00:00.000064919,,,,,,62
1970-01-01 00:00:00.000064920,,,,,,63
1970-01-01 00:00:00.000064921,,,,,,59
1970-01-01 00:00:00.000064922,,,,,,53
1970-01-01 00:00:00.000064923,,,,,,63
1970-01-01 00:00:00.000064924,,,,,,47
1970-01-01 00:00:00.000064925,,,,,,52
1970-01-01 00:00:00.000064926,,,,,,73
1970-01-01 00:00:00.000064927,,,,,,57
1970-01-01 00:00:00.000064928,,,,,,69
1970-01-01 00:00:00.000064929,,,,,,60
1970-01-01 00:00:00.000064930,,,,,,63
1970-01-01 00:00:00.000064931,,,,,,61
1970-01-01 00:00:00.000064932,,,,,,67
1970-01-01 00:00:00.000064933,,,,,,60
1970-01-01 00:00:00.000064934,,,,,,60
1970-01-01 00:00:00.000064935,,,,,,70
1970-01-01 00:00:00.000064936,,,,,,65
1970-01-01 00:00:00.000064937,,,,,,71
1970-01-01 00:00:00.000064938,,,,,,57
1970-01-01 00:00:00.000064939,,,,,,64
1970-01-01 00:00:00.000064940,,,,,,76
1970-01-01 00:00:00.000064941,,,,,,68
1970-01-01 00:00:00.000064942,,,,,,55
1970-01-01 00:00:00.000064943,,,,,,70
1970-01-01 00:00:00.000064944,,,,,,61
1970-01-01 00:00:00.000064945,,,,,,74
1970-01-01 00:00:00.000064946,,,,,,70
1970-01-01 00:00:00.000064947,,,,,,67
1970-01-01 00:00:00.000064948,,,,,,72
1970-01-01 00:00:00.000064949,,,,,,75
1970-01-01 00:00:00.000064950,,,,,,71
1970-01-01 00:00:00.000064951,,,,,,59
1970-01-01 00:00:00.000064952,,,,,,37
1970-01-01 00:00:00.000064953,,,,,,78
1970-01-01 00:00:00.000064954,,,,,,47
1970-01-01 00:00:00.000064955,,,,,,85
1970-01-01 00:00:00.000064956,,,,,,76
1970-01-01 00:00:00.000064957,,,,,,63
1970-01-01 00:00:00.000064958,,,,,,61
1970-01-01 00:00:00.000064959,,,,,,80
1970-01-01 00:00:00.000064960,,,,,,50
1970-01-01 00:00:00.000064961,,,,,,69
1970-01-01 00:00:00.000064962,,,,,,69
1970-01-01 00:00:00.000064963,,,,,,63
1970-01-01 00:00:00.000064964,,,,,,59
1970-01-01 00:00:00.000064965,,,,,,84
