Date,Total,Bulkcarriers,Containerships,Oil Tankers
06-Sep-17,89.4,78.04,109.07,80.28
07-Sep-17,89.07,75.4,110.52,80.28
08-Sep-17,90.87,79.09,110.04,82.51
09-Sep-17,91.54,79.35,110.28,84.36
10-Sep-17,91.74,79.62,110.28,85.85
11-Sep-17,91.54,79.88,110.52,85.48
12-Sep-17,91.74,81.46,110.04,85.85
13-Sep-17,91.07,80.67,109.55,86.59
14-Sep-17,90.94,81.73,107.85,85.11
15-Sep-17,90.67,81.2,107.61,86.22
16-Sep-17,91,83.31,108.82,86.22
17-Sep-17,90.74,82.78,109.55,85.48
18-Sep-17,90,80.41,107.85,87.34
19-Sep-17,90.94,81.46,108.34,85.48
20-Sep-17,90.94,82.52,107.61,85.48
21-Sep-17,89.87,80.67,107.61,84.74
22-Sep-17,89.73,79.88,107.85,84.74
23-Sep-17,89.53,79.62,107.85,86.22
24-Sep-17,90.33,82.52,107.37,87.71
25-Sep-17,89.27,80.41,107.37,87.71
26-Sep-17,88.26,78.04,106.88,86.59
27-Sep-17,88.4,78.56,105.42,87.34
28-Sep-17,87.46,75.93,106.39,83.99
29-Sep-17,88,78.56,106.88,81.76
30-Sep-17,88.46,80.94,105.67,82.88
01-Oct-17,88.73,79.35,107.37,81.76
02-Oct-17,88.33,78.3,106.88,81.76
03-Oct-17,87.93,76.45,104.69,82.51
04-Oct-17,87.8,77.77,105.18,80.28
05-Oct-17,88.26,78.3,104.21,81.39
06-Oct-17,87.19,75.93,105.42,79.9
07-Oct-17,86.59,75.93,104.94,78.79
08-Oct-17,87.06,76.45,105.18,75.82
09-Oct-17,86.59,73.82,105.91,75.07
10-Oct-17,86.46,73.55,106.39,75.44
11-Oct-17,87.13,73.29,107.12,76.56
12-Oct-17,87.19,73.29,107.37,77.3
13-Oct-17,87.46,74.08,106.88,75.44
14-Oct-17,87.46,72.24,106.88,76.56
15-Oct-17,88.13,74.87,106.15,76.56
16-Oct-17,88.73,75.4,106.15,77.67
17-Oct-17,87.33,73.82,107.37,76.56
18-Oct-17,86.66,70.92,107.61,76.93
19-Oct-17,88.53,75.93,106.88,79.9
20-Oct-17,88.53,75.14,107.61,79.53
21-Oct-17,89.47,76.72,106.88,77.3
22-Oct-17,89.07,75.14,107.61,75.44
23-Oct-17,89.2,75.14,107.37,75.82
24-Oct-17,89.2,74.35,107.12,76.19
25-Oct-17,89.07,76.19,108.34,74.7
26-Oct-17,89.8,78.04,106.88,77.3
27-Oct-17,90.27,77.77,107.37,78.79
28-Oct-17,89.27,75.66,106.64,79.53
29-Oct-17,89.8,78.04,106.39,80.28
30-Oct-17,90.94,78.83,106.15,81.39
31-Oct-17,90.67,78.83,107.12,79.53
01-Nov-17,90.47,78.04,105.42,80.65
02-Nov-17,91.14,79.09,105.42,80.28
03-Nov-17,91.47,80.15,104.69,80.28
04-Nov-17,91.6,79.62,104.21,79.9
05-Nov-17,90.6,79.09,102.99,81.02
06-Nov-17,92.01,83.31,102.26,80.65
07-Nov-17,91.8,81.73,101.54,83.62
08-Nov-17,91.8,83.31,101.29,83.25
09-Nov-17,92.67,85.42,101.78,83.25
10-Nov-17,92.27,84.89,102.26,82.88
11-Nov-17,92.67,85.95,102.02,84.36
12-Nov-17,92.47,84.36,102.02,84.74
13-Nov-17,92.21,83.84,102.51,83.62
14-Nov-17,92.81,84.36,102.51,84.74
15-Nov-17,93.21,85.15,102.26,83.25
16-Nov-17,91.94,80.94,103.24,83.62
17-Nov-17,92.94,82.25,102.75,83.99
18-Nov-17,90.8,78.04,102.51,85.85
19-Nov-17,90.07,76.98,100.81,85.85
20-Nov-17,90.94,78.04,100.08,88.08
21-Nov-17,92.61,82.78,100.56,87.71
22-Nov-17,93.07,82.25,99.59,88.82
23-Nov-17,93.41,82.25,101.05,89.57
24-Nov-17,92.34,79.62,101.05,89.19
25-Nov-17,93.41,82.52,101.29,88.45
26-Nov-17,93.07,81.46,101.05,89.94
27-Nov-17,92.54,82.25,102.26,86.97
28-Nov-17,92.21,80.67,102.75,88.45
29-Nov-17,92.94,81.2,103.72,89.19
30-Nov-17,92.34,79.35,104.94,91.42
01-Dec-17,93.01,80.41,105.67,91.42
02-Dec-17,92.14,79.35,104.21,92.17
03-Dec-17,92.14,79.09,104.45,94.03
04-Dec-17,90.67,75.66,103.97,94.03
05-Dec-17,91.07,75.4,104.69,92.17
06-Dec-17,91.47,75.14,104.21,93.28
07-Dec-17,91.14,72.76,103.97,93.28
08-Dec-17,91.94,72.5,103.24,97.74
09-Dec-17,91.67,69.86,104.45,97
10-Dec-17,91.4,70.65,103.97,98.11
11-Dec-17,91.94,73.03,103.48,97
12-Dec-17,92.21,73.03,102.51,98.86
13-Dec-17,92.67,72.5,102.26,101.46
14-Dec-17,93.21,73.55,103.48,100.34
15-Dec-17,92.01,72.24,102.51,100.34
16-Dec-17,92.47,74.61,102.26,99.23
17-Dec-17,93.88,75.14,105.91,99.6
18-Dec-17,92.41,74.08,104.69,97.74
19-Dec-17,91.14,71.45,104.21,97.74
20-Dec-17,89.87,67.23,105.42,96.63
21-Dec-17,89.27,66.96,105.67,94.77
22-Dec-17,89.73,68.55,105.42,94.03
23-Dec-17,88.73,65.91,105.18,92.91
24-Dec-17,88.8,66.17,105.18,91.8
25-Dec-17,88.26,64.06,104.69,91.8
26-Dec-17,88.33,63.8,103.97,92.17
27-Dec-17,87.73,62.22,104.21,90.68
28-Dec-17,88.26,63.8,103.72,89.19
29-Dec-17,88.6,63.01,104.21,89.94
30-Dec-17,88.73,62.22,105.42,90.31
31-Dec-17,88.66,62.48,106.15,88.45
01-Jan-18,89,62.48,106.88,89.94
02-Jan-18,88.26,63.8,106.39,88.82
03-Jan-18,87.66,63.8,106.39,87.34
04-Jan-18,87.4,65.91,105.91,87.34
05-Jan-18,85.93,64.06,104.94,83.99
06-Jan-18,85.99,65.12,103.97,82.88
07-Jan-18,85.66,64.85,103.97,80.28
08-Jan-18,85.59,64.33,105.42,79.9
09-Jan-18,84.92,63.01,106.15,78.42
10-Jan-18,83.99,65.38,105.42,75.82
11-Jan-18,83.52,65.12,102.75,75.44
12-Jan-18,84.46,65.65,103.24,77.3
13-Jan-18,85.12,65.38,104.69,78.05
14-Jan-18,84.39,65.12,103.24,79.53
15-Jan-18,85.32,64.85,106.39,78.05
16-Jan-18,84.86,63.27,105.18,78.79
17-Jan-18,85.46,65.12,104.94,79.16
18-Jan-18,85.12,63.27,104.45,79.53
19-Jan-18,84.32,62.48,102.26,80.65
20-Jan-18,85.26,61.95,103.48,82.51
21-Jan-18,85.72,62.22,104.94,81.39
22-Jan-18,85.39,61.69,104.69,83.25
23-Jan-18,85.06,61.43,105.18,81.39
24-Jan-18,85.26,61.69,104.69,82.13
25-Jan-18,83.99,59.05,105.18,81.76
26-Jan-18,82.38,57.74,104.21,79.16
27-Jan-18,82.58,58.53,103.97,79.16
28-Jan-18,82.85,59.58,103.97,77.67
29-Jan-18,83.12,59.85,104.45,76.19
30-Jan-18,83.45,59.05,104.94,76.93
31-Jan-18,83.39,59.32,104.94,77.3
01-Feb-18,83.85,58.79,103.72,78.05
02-Feb-18,84.46,60.11,104.94,79.16
03-Feb-18,83.39,59.58,105.18,78.05
04-Feb-18,83.79,57.21,105.91,79.9
05-Feb-18,82.85,54.31,106.64,79.53
06-Feb-18,83.52,56.42,105.42,78.79
07-Feb-18,83.32,54.05,106.15,79.9
08-Feb-18,83.19,51.94,107.85,78.42
09-Feb-18,82.52,51.41,107.61,76.56
10-Feb-18,82.52,51.41,108.09,75.07
11-Feb-18,82.38,51.15,106.88,72.1
12-Feb-18,82.92,52.2,106.88,74.7
13-Feb-18,82.45,51.67,107.12,74.33
14-Feb-18,82.18,51.67,105.91,74.7
15-Feb-18,82.38,54.57,105.67,72.84
16-Feb-18,83.92,58.26,108.09,70.98
17-Feb-18,84.25,58,108.34,71.36
18-Feb-18,83.65,56.95,108.82,71.36
19-Feb-18,83.25,57.74,107.61,69.87
20-Feb-18,83.32,59.32,107.12,70.61
21-Feb-18,83.92,61.43,107.61,69.5
22-Feb-18,85.06,63.27,107.12,68.75
23-Feb-18,85.39,64.33,107.12,70.98
24-Feb-18,86.06,64.85,108.09,70.98
25-Feb-18,85.66,63.27,107.61,72.1
26-Feb-18,85.86,62.75,107.61,72.84
27-Feb-18,85.72,62.48,106.88,72.47
28-Feb-18,85.79,62.48,105.67,71.36
01-Mar-18,85.59,62.75,106.88,69.87
02-Mar-18,85.99,63.01,107.37,68.75
03-Mar-18,86.79,65.12,106.39,68.75
04-Mar-18,86.66,66.44,106.64,68.75
05-Mar-18,87.26,66.96,106.39,68.75
06-Mar-18,86.93,66.17,107.37,69.87
07-Mar-18,87.26,66.17,107.12,70.61
08-Mar-18,87.13,66.44,107.37,72.47
09-Mar-18,86.59,67.23,105.67,72.1
10-Mar-18,86.59,66.7,105.91,72.1
11-Mar-18,86.66,66.96,107.85,73.59
12-Mar-18,86.19,65.38,106.88,70.98
13-Mar-18,86.93,64.85,107.85,71.73
14-Mar-18,86.66,65.12,108.58,69.87
15-Mar-18,86.86,63.54,108.34,71.73
16-Mar-18,85.59,61.95,105.67,72.47
17-Mar-18,85.26,63.8,105.18,70.24
18-Mar-18,85.32,64.06,103.24,71.73
19-Mar-18,86.53,65.12,104.94,73.21
20-Mar-18,86.59,63.8,105.42,72.84
21-Mar-18,86.39,63.54,104.45,74.33
22-Mar-18,85.79,64.06,103.48,73.96
23-Mar-18,85.86,65.12,102.02,72.84
24-Mar-18,85.79,65.65,102.51,72.47
25-Mar-18,86.66,68.02,102.02,72.47
26-Mar-18,86.79,69.34,102.02,72.84
27-Mar-18,86.66,68.55,103.48,70.98
28-Mar-18,85.93,67.49,104.21,71.73
29-Mar-18,85.32,66.7,102.99,71.36
30-Mar-18,84.52,66.17,101.05,71.73
31-Mar-18,84.19,65.12,100.81,73.59
01-Apr-18,84.12,65.38,101.05,72.84
02-Apr-18,84.52,67.23,101.29,73.59
03-Apr-18,85.19,69.07,99.59,74.33
04-Apr-18,85.86,69.6,101.29,75.44
05-Apr-18,86.39,71.97,100.81,73.21
06-Apr-18,86.73,72.24,101.78,73.59
07-Apr-18,86.86,72.5,101.05,76.19
08-Apr-18,86.53,73.03,100.08,75.44
09-Apr-18,87.13,74.35,100.32,76.56
10-Apr-18,87.93,76.98,100.56,76.56
11-Apr-18,87.66,76.19,99.59,77.3
12-Apr-18,87.66,77.51,100.08,75.44
13-Apr-18,87.4,75.14,101.54,75.44
14-Apr-18,86.99,75.4,101.78,75.82
15-Apr-18,86.93,74.61,102.51,73.59
16-Apr-18,86.79,73.55,102.02,72.1
17-Apr-18,86.79,73.55,102.02,72.1
18-Apr-18,86.53,72.76,103.24,71.36
19-Apr-18,87.06,74.87,102.99,73.21
20-Apr-18,86.93,73.29,103.48,73.21
21-Apr-18,86.79,73.29,104.21,72.1
22-Apr-18,86.26,71.97,104.69,71.73
23-Apr-18,86.39,71.71,104.21,69.87
24-Apr-18,87.33,74.08,102.99,73.21
25-Apr-18,87.6,73.03,103.48,71.73
26-Apr-18,87.4,72.24,104.69,72.47
27-Apr-18,88.6,74.35,105.91,72.84
28-Apr-18,88.8,74.35,107.37,72.1
29-Apr-18,89.2,73.82,107.61,72.47
30-Apr-18,88.6,72.5,105.91,74.7
01-May-18,89.13,71.71,107.85,75.07
02-May-18,88.6,71.97,107.61,72.47
03-May-18,88.87,72.76,106.15,71.73
04-May-18,89.6,73.55,107.37,72.84
05-May-18,89.13,73.29,109.55,70.24
06-May-18,90.07,74.61,107.85,72.47
07-May-18,90,75.93,107.37,71.36
08-May-18,89.67,76.45,106.64,70.98
09-May-18,90.67,76.98,107.61,71.73
10-May-18,90.87,76.72,107.37,73.96
11-May-18,91.27,77.25,107.61,74.33
12-May-18,92.34,76.72,108.34,74.7
13-May-18,92.74,78.04,108.34,76.19
14-May-18,92.81,77.25,109.55,77.67
15-May-18,93.01,79.62,108.09,78.79
16-May-18,93.81,79.88,109.07,79.16
17-May-18,93.14,77.77,110.04,78.05
18-May-18,93.34,77.51,111.74,78.05
19-May-18,93.41,78.3,111.01,77.67
20-May-18,94.14,79.88,111.01,78.05
21-May-18,93.81,79.62,111.25,79.53
22-May-18,93.01,79.35,110.04,78.42
23-May-18,94.08,83.05,109.79,79.53
24-May-18,94.48,82.78,111.98,79.16
25-May-18,94.68,82.52,112.22,78.79
26-May-18,94.14,82.78,110.77,79.16
27-May-18,94.08,83.31,109.07,81.39
28-May-18,94.01,82.52,109.55,78.79
29-May-18,93.27,83.31,106.64,79.53
30-May-18,93.07,82.78,106.88,79.9
31-May-18,92.61,81.73,108.34,81.76
01-Jun-18,91.8,79.09,109.31,80.28
02-Jun-18,91.34,78.56,107.12,79.9
03-Jun-18,90.8,78.56,106.88,78.42
04-Jun-18,90.74,78.04,107.37,79.16
05-Jun-18,91.14,80.67,106.88,78.79
06-Jun-18,91.67,81.99,107.37,79.53
07-Jun-18,91.74,81.2,108.09,79.53
08-Jun-18,91.94,80.67,109.07,79.16
09-Jun-18,90.87,80.41,108.58,78.79
10-Jun-18,90.74,79.62,108.82,79.53
11-Jun-18,91.14,80.41,106.88,81.76
12-Jun-18,91.87,79.09,107.61,83.99
13-Jun-18,91.54,79.62,106.39,84.36
14-Jun-18,92.74,78.04,107.61,85.85
15-Jun-18,93.48,79.09,106.39,89.19
16-Jun-18,92.74,76.19,107.37,88.82
17-Jun-18,91.8,75.4,106.88,88.08
18-Jun-18,91.8,77.77,105.42,86.97
19-Jun-18,92.67,76.19,107.37,89.19
20-Jun-18,92.01,73.29,108.82,89.57
21-Jun-18,92.67,73.29,108.34,90.31
22-Jun-18,91.67,71.18,108.34,89.19
23-Jun-18,92.34,72.24,109.07,89.19
24-Jun-18,91.6,72.24,109.07,86.22
25-Jun-18,92.01,73.55,108.58,87.71
26-Jun-18,92.27,74.35,109.79,86.97
27-Jun-18,92.74,74.35,110.52,86.59
28-Jun-18,93.48,74.87,111.01,87.34
29-Jun-18,93.94,77.51,109.31,87.71
30-Jun-18,95.08,78.83,109.79,89.57
01-Jul-18,95.01,78.04,110.52,90.68
02-Jul-18,94.81,78.04,110.04,91.42
03-Jul-18,94.48,75.4,110.04,92.91
04-Jul-18,93.07,72.76,111.25,91.42
05-Jul-18,92.54,73.29,109.79,90.31
06-Jul-18,92.54,74.87,108.34,89.94
07-Jul-18,92.81,74.87,108.58,90.68
08-Jul-18,92.87,75.66,108.09,91.8
09-Jul-18,92.34,75.93,108.82,89.94
10-Jul-18,92.01,77.25,108.34,90.68
11-Jul-18,91.74,75.93,108.82,89.94
12-Jul-18,90.6,75.14,109.55,87.34
13-Jul-18,90.54,76.45,109.79,84.74
14-Jul-18,91.47,79.62,109.07,85.85
15-Jul-18,91.4,78.04,108.58,87.71
16-Jul-18,90.13,74.61,109.31,87.34
17-Jul-18,90.2,76.19,107.85,87.71
18-Jul-18,90.54,77.51,107.85,86.22
19-Jul-18,90.67,79.35,107.12,86.22
20-Jul-18,91.67,81.46,106.64,89.19
21-Jul-18,91.47,79.35,106.64,88.82
22-Jul-18,92.07,80.94,106.39,88.82
23-Jul-18,91.6,79.62,107.12,88.08
24-Jul-18,92.01,79.35,107.37,88.08
25-Jul-18,91.74,79.09,107.12,89.94
26-Jul-18,91.07,77.51,107.12,89.94
27-Jul-18,91.07,77.77,108.09,88.82
28-Jul-18,91.2,77.51,108.09,89.57
29-Jul-18,91.74,77.25,107.85,90.31
30-Jul-18,91.47,76.19,108.34,89.57
31-Jul-18,91.67,77.25,109.07,88.08
01-Aug-18,92.54,79.09,107.85,88.45
02-Aug-18,92.47,78.04,109.55,87.71
03-Aug-18,91.67,76.72,109.79,87.71
04-Aug-18,92.34,76.98,111.01,88.08
05-Aug-18,91.74,76.19,110.28,86.59
06-Aug-18,91.74,78.04,109.55,85.85
07-Aug-18,91.74,76.98,109.79,85.48
08-Aug-18,93.21,79.35,111.01,86.97
09-Aug-18,93.61,81.73,109.55,89.94
10-Aug-18,93.68,81.46,109.79,89.94
11-Aug-18,93.27,79.35,109.07,91.42
12-Aug-18,93.48,79.62,109.79,89.94
13-Aug-18,94.81,83.05,109.07,91.42
14-Aug-18,94.34,83.05,110.28,87.34
15-Aug-18,93.94,82.52,109.79,88.82
16-Aug-18,93.54,82.52,110.28,89.57
17-Aug-18,93.27,83.31,110.28,89.94
18-Aug-18,92.74,83.05,111.74,88.45
19-Aug-18,92.67,82.25,111.74,89.94
20-Aug-18,93.01,85.95,110.04,88.45
21-Aug-18,92.21,83.05,110.04,88.82
22-Aug-18,92.54,83.31,109.79,88.82
23-Aug-18,92.14,83.57,108.82,87.71
24-Aug-18,92.07,83.31,108.58,88.08
25-Aug-18,91.34,82.78,109.31,86.22
26-Aug-18,90.94,83.05,109.07,83.99
27-Aug-18,91.6,83.57,109.31,87.71
28-Aug-18,91.54,82.52,109.31,88.08
29-Aug-18,91.94,83.31,108.82,88.82
30-Aug-18,92.61,85.15,107.85,90.31
31-Aug-18,93.68,87.26,109.07,90.68
01-Sep-18,92.47,85.95,108.09,89.57
02-Sep-18,93.48,90.16,107.85,87.71
03-Sep-18,93.54,88.58,108.82,89.57
04-Sep-18,93.74,90.69,108.58,86.59
05-Sep-18,92.14,88.85,107.12,86.22
06-Sep-18,91.14,87.26,107.12,82.88
07-Sep-18,91.4,87.53,107.37,84.74
08-Sep-18,92.07,88.58,107.85,86.97
09-Sep-18,93.94,90.95,108.34,91.42
10-Sep-18,93.01,87.53,108.58,91.42
11-Sep-18,93.81,89.37,107.85,94.77
12-Sep-18,94.08,89.11,108.09,95.51
13-Sep-18,93.48,88.05,106.88,94.4
14-Sep-18,92.41,85.42,106.88,91.05
15-Sep-18,93.34,88.58,106.15,92.17
16-Sep-18,93.41,88.05,106.39,89.57
17-Sep-18,93.27,84.89,108.58,90.68
18-Sep-18,93.41,86.21,108.34,88.82
19-Sep-18,93.48,87.53,108.34,89.19
20-Sep-18,93.81,88.05,109.55,88.08
21-Sep-18,93.34,86.47,108.58,88.08
22-Sep-18,94.08,87.53,106.39,90.31
23-Sep-18,94.68,87.26,108.82,91.8
24-Sep-18,94.54,88.05,109.31,89.19
25-Sep-18,94.34,89.64,108.58,89.57
26-Sep-18,93.61,88.58,108.58,89.57
27-Sep-18,93.07,87,107.85,89.19
28-Sep-18,92.61,85.95,106.88,89.94
29-Sep-18,92.67,86.21,105.91,90.68
30-Sep-18,92.27,84.89,105.42,91.42
01-Oct-18,92.67,85.42,104.69,91.42
02-Oct-18,92.74,82.52,106.15,92.91
03-Oct-18,92.61,82.78,105.91,91.8
04-Oct-18,93.81,84.36,104.69,92.91
05-Oct-18,93.48,85.15,104.21,91.42
06-Oct-18,92.54,84.63,103.97,88.82
07-Oct-18,92.14,85.42,103.72,85.85
08-Oct-18,93.07,87.53,105.91,85.48
09-Oct-18,91.94,84.1,105.42,85.85
10-Oct-18,92.34,84.89,104.94,85.85
11-Oct-18,92.94,86.21,105.67,86.59
12-Oct-18,93.81,87.79,105.18,88.45
13-Oct-18,93.54,86.74,105.67,89.57
14-Oct-18,94.28,88.05,106.64,92.17
15-Oct-18,94.61,88.05,106.88,94.77
16-Oct-18,94.95,88.32,106.15,97.37
17-Oct-18,94.14,87.79,105.67,95.51
18-Oct-18,93.94,87.26,104.45,96.26
19-Oct-18,93.81,88.05,105.18,95.51
20-Oct-18,93.74,88.32,105.91,94.03
21-Oct-18,92.94,87,105.67,94.4
22-Oct-18,92.47,86.74,104.45,94.4
23-Oct-18,92.61,87.26,104.21,92.54
24-Oct-18,92.81,87.26,105.18,94.4
25-Oct-18,93.88,90.16,105.67,96.26
26-Oct-18,94.34,90.69,106.64,97.37
27-Oct-18,94.81,90.95,107.12,99.6
28-Oct-18,95.35,90.43,108.34,99.6
29-Oct-18,95.28,89.37,109.31,98.49
30-Oct-18,95.15,90.69,107.85,100.34
31-Oct-18,96.15,90.43,108.34,100.72
01-Nov-18,96.15,91.48,108.82,102.2
02-Nov-18,95.55,90.69,107.61,101.09
03-Nov-18,95.48,90.95,107.61,100.72
04-Nov-18,94.74,89.11,107.37,98.86
05-Nov-18,94.01,88.05,105.18,99.23
06-Nov-18,94.54,90.16,104.45,98.49
07-Nov-18,94.34,90.43,105.42,98.49
08-Nov-18,95.08,92.01,104.69,98.49
09-Nov-18,95.21,90.95,104.94,98.86
10-Nov-18,94.68,88.58,105.18,97.74
11-Nov-18,94.54,87.79,105.18,97
12-Nov-18,94.54,88.85,103.48,97
13-Nov-18,94.81,89.64,105.18,97.37
14-Nov-18,95.21,88.58,104.94,100.72
15-Nov-18,95.68,89.64,104.94,103.32
16-Nov-18,96.35,89.9,103.72,104.8
17-Nov-18,96.42,90.16,103.97,105.55
18-Nov-18,96.62,91.48,102.51,105.55
19-Nov-18,96.55,90.43,102.75,105.55
20-Nov-18,95.95,89.11,103.24,105.92
21-Nov-18,96.35,90.43,102.02,105.18
22-Nov-18,95.68,88.32,102.99,102.95
23-Nov-18,95.48,88.32,101.54,101.46
24-Nov-18,94.95,88.32,101.05,99.6
25-Nov-18,93.81,86.47,100.08,98.86
26-Nov-18,93.48,86.74,100.56,98.49
27-Nov-18,93.14,86.74,101.05,95.88
28-Nov-18,92.27,87.53,100.32,94.77
29-Nov-18,91.87,86.47,100.56,94.03
30-Nov-18,91.8,85.15,101.05,95.51
01-Dec-18,91.67,85.95,100.32,94.03
02-Dec-18,91.34,85.42,100.56,94.77
03-Dec-18,91.6,84.1,101.78,96.63
04-Dec-18,91.67,83.31,102.51,97.37
05-Dec-18,91.14,82.52,100.81,97.74
06-Dec-18,90,79.09,101.05,98.49
07-Dec-18,89.33,80.41,100.56,98.11
08-Dec-18,89.27,83.05,97.89,98.11
09-Dec-18,88.93,82.78,98.62,98.11
10-Dec-18,89.4,85.95,98.86,97.37
11-Dec-18,89.07,84.63,99.35,95.14
12-Dec-18,90.13,88.58,99.11,92.91
13-Dec-18,89.4,88.32,99.59,90.68
14-Dec-18,89.4,89.37,99.35,91.05
15-Dec-18,88.53,88.85,98.38,88.82
16-Dec-18,89,89.64,98.38,87.71
17-Dec-18,89.47,89.37,99.11,86.97
18-Dec-18,89.93,88.05,99.84,89.57
19-Dec-18,89.07,86.47,99.59,88.45
20-Dec-18,88.4,87.79,97.41,88.08
21-Dec-18,87.8,85.68,98.14,89.19
22-Dec-18,88.4,88.58,97.41,89.57
23-Dec-18,89,89.11,98.38,92.17
24-Dec-18,90.13,88.58,99.84,95.88
25-Dec-18,88.73,85.95,99.11,95.51
26-Dec-18,89.13,86.47,100.08,95.88
